"periode_data","tanggal","pm10","so2","co","o3","no2","max","critical","categori","lokasi_spku"
"201312","2013-12-02","72","42","32","193","20","193","O3","TIDAK SEHAT","DKI4"
"201312","2013-12-03","75","36","37","169","22","169","O3","TIDAK SEHAT","DKI4"
"201312","2013-12-04","72","37","38","159","19","159","O3","TIDAK SEHAT","DKI4"
"201312","2013-12-05","53","39","23","133","19","133","O3","TIDAK SEHAT","DKI5"
"201312","2013-12-06","70","54","27","102","18","102","O3","TIDAK SEHAT","DKI4"
"201312","2013-12-07","57","30","27","100","17","100","O3","SEDANG","DKI4"
"201312","2013-12-08","59","35","32","117","17","117","O3","TIDAK SEHAT","DKI4"
"201312","2013-12-09","62","29","33","88","23","88","O3","SEDANG","DKI4"
"201312","2013-12-10","56","30","42","142","17","142","O3","TIDAK SEHAT","DKI5"
"201312","2013-12-11","64","50","37","96","18","96","O3","SEDANG","DKI4"
"201312","2013-12-12","51","19","34","53","20","53","O3","SEDANG","DKI2"
"201312","2013-12-13","56","22","57","52","17","57","CO","SEDANG","DKI1"
"201312","2013-12-14","39","11","38","79","11","79","O3","SEDANG","DKI4"
"201312","2013-12-15","64","25","66","101","16","101","O3","TIDAK SEHAT","DKI4"
"201312","2013-12-16","58","6","41","141","21","141","O3","TIDAK SEHAT","DKI2"
"201312","2013-12-17","52","6","39","132","21","132","O3","TIDAK SEHAT","DKI4"
"201312","2013-12-18","75","4","65","123","21","123","O3","TIDAK SEHAT","DKI4"
"201312","2013-12-19","61","5","32","117","17","117","O3","TIDAK SEHAT","DKI4"
"201312","2013-12-20","63","6","50","79","15","79","O3","SEDANG","DKI4"
"201312","2013-12-21","41","6","50","34","9","50","CO","BAIK","DKI1"
"201312","2013-12-22","26","6","50","54","9","54","O3","SEDANG","DKI4"
"201312","2013-12-23","31","7","50","53","12","53","O3","SEDANG","DKI4"
"201312","2013-12-24","40","6","32","47","10","47","O3","BAIK","DKI4"
"201312","2013-12-25","57","9","32","63","12","63","O3","SEDANG","DKI1"
"201312","2013-12-26","57","7","27","72","15","72","O3","SEDANG","DKI4"
"201312","2013-12-27","72","10","61","71","17","72","PM10","SEDANG","DKI4"
"201312","2013-12-28","67","7","50","65","11","67","PM10","SEDANG","DKI4"
"201312","2013-12-29","53","8","21","63","12","63","O3","SEDANG","DKI4"
"201312","2013-12-30","41","10","26","67","12","67","O3","SEDANG","DKI4"
"201312","2013-12-31","28","6","26","69","13","69","O3","SEDANG","DKI4"
